model,globalisationinevitable,classthannationality,inflationoverunemployment,corporationstrust,fromeachability,freermarketfreerpeople,bottledwater,landcommodity,manipulatemoney,protectionismnecessary,companyshareholders,richtaxed,paymedical,penalisemislead,freepredatormulinational,taxtotheatres,goodforcorporations,broadcastingfunding,charitysocialsecurity
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,disagree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_disagree,agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,disagree,agree,disagree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,disagree,disagree,strongly_agree,strongly_disagree,strongly_agree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree,disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,agree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,agree,disagree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,agree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_agree,disagree,agree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,strongly_disagree,agree,agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_agree
Right-FT-Llama-3.1-8B-Instruct-DPO,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_agree,disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree,agree,disagree,agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-7b-chat-hf-DPO,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree
Right-FT-Llama-2-13b-chat-hf-DPO,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree
Right-FT-Llama-2-13b-chat-hf-DPO,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,disagree,disagree,strongly_agree,agree,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,agree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,agree,agree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree
Right-FT-Llama-2-13b-chat-hf-DPO,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree
